platform,job_title,category,skills_required,job_type,budget_usd,location_preference,duration_estimate,url,main_category,skill_count,payout_tier
Freelancer.com,WordPress Site Updating,mixed,"graphic design, html, php, website design, wordpress",fixed,72.0,worldwide,short-term,https://www.freelancer.com/projects/wordpress/wordpress-site-updating,other,5,Low
Freelancer.com,Web Content Writer for ACME Website,mixed,"article writing, content writing, copywriting, ghostwriting, technical writing",fixed,562.0,worldwide,short-term,https://www.freelancer.com/projects/content-writing/web-content-writer-for-acme,other,5,High
Freelancer.com,Modern Pizza Restaurant Logo Design,mixed,"graphic design, illustration, illustrator, logo design, photoshop",fixed,25.0,worldwide,short-term,https://www.freelancer.com/projects/graphic-design/modern-pizza-restaurant-logo-design-39509410,other,5,Low
Freelancer.com,Comprehensive Amazon Account Overhaul,mixed,"amazon, amazon ads, amazon listings optimization, amazon product launch, product descriptions",fixed,12.0,worldwide,short-term,https://www.freelancer.com/projects/product-descriptions/comprehensive-amazon-account-overhaul,other,5,Low
Freelancer.com,Extract Numbers from Website,mixed,"data entry, data mining, excel, web scraping, web search",fixed,1131.0,worldwide,short-term,https://www.freelancer.com/projects/web-scraping/extract-numbers-from-website,other,5,High
Freelancer.com,Amazon Merch SEO Optimization,mixed,"copywriting, internet marketing, marketing, product descriptions, seo",fixed,405.0,worldwide,short-term,https://www.freelancer.com/projects/copywriting/amazon-merch-seo-optimization-39509386,other,5,Medium
Freelancer.com,Full Stack Dev for Bread Ambassador App,mixed,"frontend development, node.js, oauth, payment gateway integration, postgresql, restful api",fixed,1111.0,worldwide,short-term,https://www.freelancer.com/projects/nodejs/full-stack-dev-for-bread,other,6,High
Freelancer.com,Online Survey Distribution Specialist,mixed,"facebook marketing, market research, marketing, research, social media marketing",fixed,10.0,worldwide,short-term,https://www.freelancer.com/projects/research/online-survey-distribution-specialist,other,5,Low
Freelancer.com,Custom Food Delivery App Design,mixed,"android, iphone, mobile app development, php, website design",fixed,6798.0,worldwide,short-term,https://www.freelancer.com/projects/android/custom-food-delivery-app-design,other,5,High
Freelancer.com,Complete WordPress E-commerce Setup,mixed,"ecommerce, html, shopping cart integration, website design, wordpress",fixed,230.0,worldwide,short-term,https://www.freelancer.com/projects/ecommerce/complete-wordpress-commerce-setup,other,5,Medium
Freelancer.com,Umrah & Desert Reels Creation,mixed,"after effects, video editing, video production, video services, videography",fixed,25.0,worldwide,short-term,https://www.freelancer.com/projects/video-editing/umrah-desert-reels-creation,other,5,Low
Freelancer.com,Expert WP Developer Needed for Elementor,mixed,"css, html, php, website design, wordpress",fixed,12.0,worldwide,short-term,https://www.freelancer.com/projects/wordpress/expert-developer-needed-for-elementor,other,5,Low
Freelancer.com,Professional Marketing Ebook Design,mixed,"adobe indesign, brochure design, graphic design, illustrator, photoshop",fixed,28.0,worldwide,short-term,https://www.freelancer.com/projects/graphic-design/professional-marketing-ebook-design,other,5,Low
Freelancer.com,Fix Razorpay AutoPay in Flutter App,mixed,"html, javascript, mysql, php, website design",fixed,26.0,worldwide,short-term,https://www.freelancer.com/projects/php/fix-razorpay-autopay-flutter-app,other,5,Low
Freelancer.com,Creative Strategy Deck,mixed,"brochure design, corporate identity, graphic design, illustrator, powerpoint",fixed,22.0,worldwide,short-term,https://www.freelancer.com/projects/graphic-design/creative-strategy-deck,other,5,Low
Freelancer.com,"Google My Business (GMB) Setup, Verification & Connected Google Service Alignment",mixed,"google adwords, google analytics, google shopping, internet marketing, seo",fixed,70.0,worldwide,short-term,https://www.freelancer.com/projects/seo/google-business-gmb-setup-verification,other,5,Low
Freelancer.com,Secure SMS Access,mixed,"iphone, mobile app development, research",fixed,148.0,worldwide,short-term,https://www.freelancer.com/projects/mobile-app-development/secure-sms-access,other,3,Medium
Freelancer.com,Product Catalogue & Wix Website Update,mixed,"brochure design, graphic design, html, website design, wix",fixed,399.0,worldwide,short-term,https://www.freelancer.com/projects/website-design/product-catalogue-wix-website-update,other,5,Medium
Freelancer.com,Convert PNG Logo to SVG,mixed,"graphic design, illustrator, logo design, photoshop, vectorization",fixed,22.0,worldwide,short-term,https://www.freelancer.com/projects/graphic-design/convert-png-logo-svg-39509384,other,5,Low
Freelancer.com,Health & Wellness Blog Writer,mixed,"article rewriting, article writing, content writing, ghostwriting, seo",fixed,21.0,worldwide,short-term,https://www.freelancer.com/projects/articles/health-wellness-blog-writer-39509380,other,5,Low
Freelancer.com,Real Estate Website Design for USA,mixed,"graphic design, html, javascript, php, website design",fixed,109.0,worldwide,short-term,https://www.freelancer.com/projects/php/real-estate-website-design-39509379,other,5,Medium
Freelancer.com,Amazon Merch SEO Optimization,mixed,"copywriting, internet marketing, marketing, product descriptions, seo",fixed,323.0,worldwide,short-term,https://www.freelancer.com/projects/copywriting/amazon-merch-seo-optimization,other,5,Medium
Freelancer.com,Social Media Content Creator,mixed,"ghostwriting, google plus, pinterest, social networking, twitter",fixed,217.0,worldwide,short-term,https://www.freelancer.com/projects/ghostwriting/social-media-content-creator-39509347,other,5,Medium
Freelancer.com,Shopify-eSIM Integration Development,mixed,"html, javascript, php, shopify, shopify templates",fixed,535.0,worldwide,short-term,https://www.freelancer.com/projects/php/shopify-esim-integration-development,other,5,High
Freelancer.com,Sync & Fix WooCommerce and Social Shops -- 2,mixed,"facebook product catalog, google shopping, instagram, woocommerce, wordpress",fixed,88.0,worldwide,short-term,https://www.freelancer.com/projects/wordpress/sync-fix-woocommerce-social-shops-39509367,other,5,Low
Freelancer.com,Animated Interactive Website Character,mixed,"3d animation, after effects, animation, graphic design, website design",fixed,348.0,worldwide,short-term,https://www.freelancer.com/projects/3d-animation/animated-interactive-website-character,other,5,Medium
Freelancer.com,Energetic YouTube Vlog Editor,mixed,"after effects, video editing, video production, video services, videography",fixed,7.0,worldwide,short-term,https://www.freelancer.com/projects/video-editing/energetic-youtube-vlog-editor,other,5,Low
Freelancer.com,Health & Wellness Blog Writer,mixed,"article rewriting, article writing, content writing, ghostwriting, seo",fixed,21.0,worldwide,short-term,https://www.freelancer.com/projects/articles/health-wellness-blog-writer-39509380,other,5,Low
Freelancer.com,Real Estate Website Design for USA,mixed,"graphic design, html, javascript, php, website design",fixed,109.0,worldwide,short-term,https://www.freelancer.com/projects/php/real-estate-website-design-39509379,other,5,Medium
Freelancer.com,Amazon Merch SEO Optimization,mixed,"copywriting, internet marketing, marketing, product descriptions, seo",fixed,323.0,worldwide,short-term,https://www.freelancer.com/projects/copywriting/amazon-merch-seo-optimization,other,5,Medium
Freelancer.com,Social Media Content Creator,mixed,"ghostwriting, google plus, pinterest, social networking, twitter",fixed,207.0,worldwide,short-term,https://www.freelancer.com/projects/ghostwriting/social-media-content-creator-39509347,other,5,Medium
Freelancer.com,Shopify-eSIM Integration Development,mixed,"html, javascript, php, shopify, shopify templates",fixed,535.0,worldwide,short-term,https://www.freelancer.com/projects/php/shopify-esim-integration-development,other,5,High
Freelancer.com,Sync & Fix WooCommerce and Social Shops -- 2,mixed,"facebook product catalog, google shopping, instagram, woocommerce, wordpress",fixed,88.0,worldwide,short-term,https://www.freelancer.com/projects/wordpress/sync-fix-woocommerce-social-shops-39509367,other,5,Low
Freelancer.com,Animated Interactive Website Character,mixed,"3d animation, after effects, animation, graphic design, website design",fixed,327.0,worldwide,short-term,https://www.freelancer.com/projects/3d-animation/animated-interactive-website-character,other,5,Medium
Freelancer.com,Energetic YouTube Vlog Editor,mixed,"after effects, video editing, video production, video services, videography",fixed,7.0,worldwide,short-term,https://www.freelancer.com/projects/video-editing/energetic-youtube-vlog-editor,other,5,Low
Freelancer.com,WordPress Homepage Styling,mixed,"css, html, php, website design, wordpress",fixed,28.0,worldwide,short-term,https://www.freelancer.com/projects/wordpress/wordpress-homepage-styling-39509349,other,5,Low
Freelancer.com,Modern Wooden Queen Bedframe,mixed,"autocad, building architecture, graphic design, interior design, logo design",fixed,69.0,worldwide,short-term,https://www.freelancer.com/projects/graphic-design/modern-wooden-queen-bedframe,other,5,Low
Freelancer.com,Sales Data Analysis,mixed,"excel, python, spss statistics, statistical analysis, statistics",fixed,11.0,worldwide,short-term,https://www.freelancer.com/projects/statistical-analysis/sales-data-analysis,other,5,Low
Freelancer.com,Revamp and Enhance www.etherealcolours.com Website,mixed,"content writing, ecommerce, web hosting, website design, website testing",fixed,1190.0,worldwide,short-term,https://www.freelancer.com/projects/content-writing/revamp-enhance-www-etherealcolours-com,other,5,High
Freelancer.com,Raha App Development,mixed,"graphic design, iphone, mobile app development, php",fixed,19.0,worldwide,short-term,https://www.freelancer.com/projects/mobile-app-development/raha-app-development,other,4,Low
Freelancer.com,Thailand only - Part-Time SEO Specialist for Fashion,mixed,"article writing, copywriting, internet marketing, link building, seo",fixed,93.0,worldwide,short-term,https://www.freelancer.com/projects/copywriting/thailand-only-part-time-seo,other,5,Low
Freelancer.com,Flutter WhatsApp Clone with whatsapp meta Business API,mixed,"flutter, graphic design, mobile app development, software architecture",fixed,111.0,worldwide,short-term,https://www.freelancer.com/projects/mobile-app-development/flutter-whatsapp-clone-with-whatsapp,other,4,Medium
Freelancer.com,Traditional Indian Wedding Video Editor,mixed,"after effects, video editing, video production, video services, videography",fixed,232.0,worldwide,short-term,https://www.freelancer.com/projects/video-editing/traditional-indian-wedding-video-editor,other,5,Medium
Freelancer.com,Urban Environment Animation in Maya -- 2,mixed,"3d animation, 3d modelling, 3d rendering, animation, maya",fixed,174.0,worldwide,short-term,https://www.freelancer.com/projects/rendering/urban-environment-animation-maya,other,5,Medium
Freelancer.com,Modern Minimalist Perfume Brand Design,mixed,"brochure design, corporate identity, covers & packaging, graphic design, logo design",fixed,3.0,worldwide,short-term,https://www.freelancer.com/projects/graphic-design/modern-minimalist-perfume-brand-design,other,5,Low
Freelancer.com,Repair and Optimize Two Websites,mixed,"internet marketing, link building, magento, network administration, php, seo, system administration, website optimization, wordpress",fixed,145.0,worldwide,short-term,https://www.freelancer.com/projects/internet-marketing/repair-optimize-two-websites,other,9,Medium
Freelancer.com,Website for ptsd/ mental health recognition and sesitivity workshop training and public speaking engagements,mixed,"graphic design, php, user interface / ia, website design, website development",fixed,996.0,worldwide,short-term,https://www.freelancer.com/projects/graphic-design/website-for-ptsd-mental-health,other,5,High
Freelancer.com,Deploy Existing Golang Project -- 4,mixed,"ethereum, golang, java, python, rust",fixed,53.0,worldwide,short-term,https://www.freelancer.com/projects/java/deploy-existing-golang-project-39509312,other,5,Low
Freelancer.com,Social Media Content Creator & Manager,mixed,"facebook marketing, graphic design, social media marketing, social networking, twitter",fixed,325.0,worldwide,short-term,https://www.freelancer.com/projects/facebook-marketing/social-media-content-creator-manager-39509310,other,5,Medium
Freelancer.com,Noise Levels Calculation,mixed,"environmental consulting, environmental engineering, environmental science, sound engineering, thermal & environmental testing",fixed,96.0,worldwide,short-term,https://www.freelancer.com/projects/environmental-engineering/noise-levels-calculation,other,5,Low
Freelancer.com,Minimalist Monogram Logo Design,mixed,"3d design, graphic design, illustrator, logo design, photoshop",fixed,15.0,worldwide,short-term,https://www.freelancer.com/projects/logo-design/minimalist-monogram-logo-design-39509306,other,5,Low
Freelancer.com,Modern Training Basketball Shoe Design,mixed,"fashion design, graphic design, photoshop, t-shirts, website design",fixed,346.0,worldwide,short-term,https://www.freelancer.com/projects/graphic-design/modern-training-basketball-shoe-design,other,5,Medium
Freelancer.com,E-commerce Mobile Store Optimization Specialist,mixed,"facebook marketing, google analytics, google shopping, internet marketing, link building",fixed,99.0,worldwide,short-term,https://www.freelancer.com/projects/facebook-marketing/commerce-mobile-store-optimization,other,5,Low
Freelancer.com,Vintage Wedding Photo Editing,mixed,"adobe lightroom, graphic design, photo editing, photoshop, photoshop design",fixed,9.0,worldwide,short-term,https://www.freelancer.com/projects/adobe-lightroom/vintage-wedding-photo-editing-39509282,other,5,Low
Freelancer.com,All-in-One Agency Website Design,mixed,"graphic design, html, logo design, php, website design",fixed,104.0,worldwide,short-term,https://www.freelancer.com/projects/website-design/all-one-agency-website-design,other,5,Medium
Freelancer.com,Creative Webflow Portfolio Design,mixed,"css, html, html5, javascript, website design",fixed,36.0,worldwide,short-term,https://www.freelancer.com/projects/website-design/creative-webflow-portfolio-design-39509299,other,5,Low
Freelancer.com,Restore WordPress Site,mixed,"css, html, php, website design, wordpress",fixed,32.0,worldwide,short-term,https://www.freelancer.com/projects/wordpress/restore-wordpress-site-39509301,other,5,Low
Freelancer.com,Bilingual image and pdf -- 2,mixed,"flyer design, graphic design, illustrator, photoshop, photoshop design",fixed,371.0,worldwide,short-term,https://www.freelancer.com/projects/graphic-design/bilingual-image-pdf,other,5,Medium
Freelancer.com,Intel-based Routing Software Development,mixed,"computer security, internet security, linux, network administration, system admin",fixed,515.0,worldwide,short-term,https://www.freelancer.com/projects/linux/intel-based-routing-software-development,other,5,High
Freelancer.com,Messaging Automation Website Development,mixed,"html, javascript, node.js, php, website design",fixed,121.0,worldwide,short-term,https://www.freelancer.com/projects/php/messaging-automation-website-development,other,5,Medium
Freelancer.com,Vibrant Brand Awareness Video,mixed,"after effects, animation, graphic design, video editing, video services",fixed,11.0,worldwide,short-term,https://www.freelancer.com/projects/animation/vibrant-brand-awareness-video,other,5,Low
Freelancer.com,Health & Wellness Article Editor,mixed,"article rewriting, article writing, editing, ghostwriting, proofreading",fixed,217.0,worldwide,short-term,https://www.freelancer.com/projects/articles/health-wellness-article-editor,other,5,Medium
Freelancer.com,Local SEO for Video Production,mixed,"internet marketing, link building, marketing, search engine marketing, seo",fixed,52.0,worldwide,short-term,https://www.freelancer.com/projects/seo/local-seo-for-video-production,other,5,Low
Freelancer.com,Create a Unique AI-Generated Video for a Marketing Campaign,mixed,"3d animation, animation, artificial intelligence, chatgpt, graphic design",fixed,250.0,worldwide,short-term,https://www.freelancer.com/contest/create-a-unique-aigenerated-video-for-a-marketing-campaign-2574010,other,5,Medium
Freelancer.com,"""Professional Hindi Story Writer — Emotional & Engaging Narratives"" - 14/06/2025 01:26 EDT",mixed,"content writing, fiction, ghostwriting",fixed,408.0,worldwide,short-term,https://www.freelancer.com/projects/content-writing/professional-hindi-story-writer-39509258,other,3,Medium
Freelancer.com,2D Animated Romantic AMV,mixed,"adobe flash, after effects, animation, graphic design, storyboard",fixed,124.0,worldwide,short-term,https://www.freelancer.com/projects/animation/animated-romantic-amv,other,5,Medium
Freelancer.com,WoW Feature Promo Videos,mixed,"after effects, video editing, video production, video services, videography",fixed,111.0,worldwide,short-term,https://www.freelancer.com/projects/video-editing/wow-feature-promo-videos,other,5,Medium
Freelancer.com,Yii Expert for Booking Flow and otherfeatures to impement,mixed,"mysql, php, website design, yii, yii2",fixed,107.0,worldwide,short-term,https://www.freelancer.com/projects/php/yii-expert-for-booking-flow,other,5,Medium
Freelancer.com,Tech CV with Infographics,mixed,"brochure design, graphic design, illustrator, infographics, photoshop",fixed,13.0,worldwide,short-term,https://www.freelancer.com/projects/graphic-design/tech-with-infographics,other,5,Low
Freelancer.com,"Wedding photos need to be photoshopped. Faces, smiles, eyes need to be fixed.",mixed,"adobe lightroom, photo editing, photography, photoshop, photoshop design",fixed,72.0,worldwide,short-term,https://www.freelancer.com/projects/photoshop/wedding-photos-need-photoshopped-faces,other,5,Low
Freelancer.com,Modern Minimalist Sport Logo Design,mixed,"graphic design, illustration, illustrator, logo design, photoshop",fixed,82.0,worldwide,short-term,https://www.freelancer.com/contest/modern-minimalist-sport-logo-design-2574298,other,5,Low
Freelancer.com,Attractive CV Making  - 14/06/2025 01:33 EDT,mixed,"google canvas, word",fixed,5.0,worldwide,short-term,https://www.freelancer.com/contest/attractive-cv-making-edt-2574296,other,2,Low
Freelancer.com,Connect with Indian Micro-Influencers,mixed,"instagram, instagram marketing, internet marketing, marketing, social media marketing",fixed,29.0,worldwide,short-term,https://www.freelancer.com/projects/social-media-marketing/connect-with-indian-micro-influencers,other,5,Low
Freelancer.com,Portfolio Website with Python Web App -- 2,mixed,"html, php, python, website design, wordpress",fixed,91.0,worldwide,short-term,https://www.freelancer.com/projects/python/portfolio-website-with-python-web-39509266,other,5,Low
Freelancer.com,NFT Marketplace Development -- 2,mixed,"blockchain, full stack development, next.js, smart contracts, web3.js",fixed,37.0,worldwide,short-term,https://www.freelancer.com/projects/blockchain/nft-marketplace-development-39509265,other,5,Low
Freelancer.com,Cricket Goods Website Banner Design,mixed,"3d design, banner design, graphic design, photoshop, website design",fixed,59.0,worldwide,short-term,https://www.freelancer.com/projects/3d-design/cricket-goods-website-banner-design,other,5,Low
Freelancer.com,Manual Data Entry Specialist Needed,mixed,"copy typing, data entry, excel, pdf, word",fixed,11.0,worldwide,short-term,https://www.freelancer.com/projects/data-entry/manual-data-entry-specialist-needed-39509264,other,5,Low
Freelancer.com,Portfolio Website with Python Web App -- 2,mixed,"html, php, python, website design, wordpress",fixed,91.0,worldwide,short-term,https://www.freelancer.com/projects/python/portfolio-website-with-python-web-39509266,other,5,Low
Freelancer.com,NFT Marketplace Development -- 2,mixed,"blockchain, full stack development, next.js, smart contracts, web3.js",fixed,37.0,worldwide,short-term,https://www.freelancer.com/projects/blockchain/nft-marketplace-development-39509265,other,5,Low
Freelancer.com,Cricket Goods Website Banner Design,mixed,"3d design, banner design, graphic design, photoshop, website design",fixed,58.0,worldwide,short-term,https://www.freelancer.com/projects/3d-design/cricket-goods-website-banner-design,other,5,Low
Freelancer.com,Manual Data Entry Specialist Needed,mixed,"copy typing, data entry, excel, pdf, word",fixed,11.0,worldwide,short-term,https://www.freelancer.com/projects/data-entry/manual-data-entry-specialist-needed-39509264,other,5,Low
Freelancer.com,Educational Instagram Content Creation,mixed,"article writing, blog, content writing, copywriting, ghostwriting",fixed,71.0,worldwide,short-term,https://www.freelancer.com/projects/content-writing/educational-instagram-content-creation,other,5,Low
Freelancer.com,Wix E-commerce Store Development,mixed,"ecommerce, graphic design, html, php, website design",fixed,242.0,worldwide,short-term,https://www.freelancer.com/projects/website-design/wix-commerce-store-development,other,5,Medium
Freelancer.com,Family Retirement Video Creation,mixed,"after effects, video editing, video production, video services, videography",fixed,101.0,worldwide,short-term,https://www.freelancer.com/projects/video-editing/family-retirement-video-creation,other,5,Medium
Freelancer.com,FreePBX Integration Specialist,mixed,"asterisk pbx, linux, php, software architecture, voip",fixed,10.0,worldwide,short-term,https://www.freelancer.com/projects/asterisk-pbx/freepbx-integration-specialist,other,5,Low
Freelancer.com,Tally Integration of Bank Statements,mixed,"accounting, data entry, excel, finance",fixed,85.0,worldwide,short-term,https://www.freelancer.com/projects/accounting/tally-integration-bank-statements,other,4,Low
Freelancer.com,Strapi v4 to v5 Upgrade,mixed,"next.js, strapi",fixed,519.0,worldwide,short-term,https://www.freelancer.com/projects/nextjs/strapi-upgrade,other,2,High
Freelancer.com,Female Editor for Short Story,mixed,"article writing, content writing, creative writing, ghostwriting, proofreading",fixed,10.0,worldwide,short-term,https://www.freelancer.com/projects/proofreading/female-editor-for-short-story,other,5,Low
Freelancer.com,"Google ads, facebook ads, instagram ads",mixed,"advertising, facebook marketing, google adwords, internet marketing, social media marketing",fixed,364.0,worldwide,short-term,https://www.freelancer.com/projects/internet-marketing/google-ads-facebook-ads-instagram-39509247,other,5,Medium
Freelancer.com,2D Motion Graphics Animation,mixed,"3d animation, after effects, animation, illustration, motion graphics",fixed,77.0,worldwide,short-term,https://www.freelancer.com/projects/animation/motion-graphics-animation-39509242,other,5,Low
Freelancer.com,SEO & Conversion Optimization for Travel Site,mixed,"internet marketing, link building, marketing, search engine marketing, seo",fixed,59.0,worldwide,short-term,https://www.freelancer.com/projects/seo/seo-conversion-optimization-for-travel,other,5,Low
Freelancer.com,Simple Laravel Video Website Development - Milestone Based【150 USD 3 Weeks 】,mixed,"graphic design, laravel, mysql, website design",fixed,166.0,worldwide,short-term,https://www.freelancer.com/projects/laravel/simple-laravel-video-website-development,other,4,Medium
Freelancer.com,Comprehensive Activewear Tech Pack Creation,mixed,"adobe illustrator, fashion design, fashion modeling, graphic design, product design",fixed,333.0,worldwide,short-term,https://www.freelancer.com/projects/fashion-design/comprehensive-activewear-tech-pack,other,5,Medium
Freelancer.com,B2B Sales Agent for Cocopeat Products,mixed,"communications, marketing, physical site survey, sales, seo",fixed,137.0,worldwide,short-term,https://www.freelancer.com/projects/sales/sales-agent-for-cocopeat-products,other,5,Medium
Freelancer.com,Modern 2BHK Interior Design with 3D Walkthrough,mixed,"3d animation, 3d modelling, 3d rendering, 3ds max, interior design",fixed,87.0,worldwide,short-term,https://www.freelancer.com/projects/interior-design/modern-bhk-interior-design-with,other,5,Low
Freelancer.com,Modern Red Media Logo Design,mixed,"3d design, graphic design, logo design, photoshop, photoshop design",fixed,12.0,worldwide,short-term,https://www.freelancer.com/projects/logo-design/modern-red-media-logo-design,other,5,Low
Freelancer.com,B2B Sales Agent in China,mixed,"internet marketing, market research, marketing, research, sales",fixed,118.0,worldwide,short-term,https://www.freelancer.com/projects/market-research/sales-agent-china,other,5,Medium
Freelancer.com,Sportswear Clothing Line Design,mixed,"fashion design, graphic design, illustration, illustrator, product design",fixed,90.0,worldwide,short-term,https://www.freelancer.com/projects/graphic-design/sportswear-clothing-line-design,other,5,Low
Freelancer.com,"Versatile Graphic Designer for Ongoing, Sporadic Hourly Engagement",mixed,"adobe illustrator, branding, flyer design, powerpoint, wordpress",fixed,14.0,worldwide,short-term,https://www.freelancer.com/projects/adobe-illustrator/versatile-graphic-designer-for-ongoing,other,5,Low
Freelancer.com,Startup Business Development Expert,mixed,"business analysis, business plans, business writing, market research, research writing",fixed,18.0,worldwide,short-term,https://www.freelancer.com/projects/business-analysis/startup-business-development-expert,other,5,Low
Freelancer.com,CNC Programmer for Titanium Milling,mixed,"bluetooth low energy (ble), electronics, pcb layout, product design, software architecture",fixed,2147.0,worldwide,short-term,https://www.freelancer.com/projects/bluetooth-low-energy/cnc-programmer-for-titanium-milling,other,5,High
Freelancer.com,Portfolio Website with Python Web App,mixed,"html, php, python, website design, wordpress",fixed,80.0,worldwide,short-term,https://www.freelancer.com/projects/python/portfolio-website-with-python-web,other,5,Low
Freelancer.com,KiCad Mixed-Signal Circuit Design,mixed,"arduino, electrical engineering, electronics, microcontroller, pcb layout",fixed,108.0,worldwide,short-term,https://www.freelancer.com/projects/arduino/kicad-mixed-signal-circuit-design,other,5,Medium
Freelancer.com,Bookshelf Web-Based Platform Development,mixed,"css, html, javascript, website design",fixed,13.0,worldwide,short-term,https://www.freelancer.com/projects/html/bookshelf-web-based-platform-development,other,4,Low
Freelancer.com,Automated Machinery Structural Design,mixed,"ansys, autocad, cad/cam, mechanical engineering, solidworks",fixed,221.0,worldwide,short-term,https://www.freelancer.com/projects/ansys/automated-machinery-structural-design,other,5,Medium
