platform,job_title,category,skills_required,job_type,budget_usd,location_preference,duration_estimate,url
Freelancer.com,Modern Pizza Restaurant Logo Design,Mixed,"Graphic Design, Illustration, Illustrator, Logo Design, Photoshop",Fixed,25.0,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/modern-pizza-restaurant-logo-design-39509410
Freelancer.com,Comprehensive Amazon Account Overhaul,Mixed,"Amazon, Amazon Ads, Amazon Listings Optimization, Amazon Product Launch, Product Descriptions",Fixed,12.0,Worldwide,Short-term,https://www.freelancer.com/projects/product-descriptions/comprehensive-amazon-account-overhaul
Freelancer.com,Extract Numbers from Website,Mixed,"Data Entry, Data Mining, Excel, Web Scraping, Web Search",Fixed,1131.0,Worldwide,Short-term,https://www.freelancer.com/projects/web-scraping/extract-numbers-from-website
Freelancer.com,Amazon Merch SEO Optimization,Mixed,"Copywriting, Internet Marketing, Marketing, Product Descriptions, SEO",Fixed,405.0,Worldwide,Short-term,https://www.freelancer.com/projects/copywriting/amazon-merch-seo-optimization-39509386
Freelancer.com,Full Stack Dev for Bread Ambassador App,Mixed,"Frontend Development, Node.js, OAuth, Payment Gateway Integration, PostgreSQL, RESTful API",Fixed,1111.0,Worldwide,Short-term,https://www.freelancer.com/projects/nodejs/full-stack-dev-for-bread
Freelancer.com,Online Survey Distribution Specialist,Mixed,"Facebook Marketing, Market Research, Marketing, Research, Social Media Marketing",Fixed,10.0,Worldwide,Short-term,https://www.freelancer.com/projects/research/online-survey-distribution-specialist
Freelancer.com,Custom Food Delivery App Design,Mixed,"Android, iPhone, Mobile App Development, PHP, Website Design",Fixed,6798.0,Worldwide,Short-term,https://www.freelancer.com/projects/android/custom-food-delivery-app-design
Freelancer.com,Complete WordPress E-commerce Setup,Mixed,"eCommerce, HTML, Shopping Cart Integration, Website Design, WordPress",Fixed,230.0,Worldwide,Short-term,https://www.freelancer.com/projects/ecommerce/complete-wordpress-commerce-setup
Freelancer.com,Umrah & Desert Reels Creation,Mixed,"After Effects, Video Editing, Video Production, Video Services, Videography",Fixed,25.0,Worldwide,Short-term,https://www.freelancer.com/projects/video-editing/umrah-desert-reels-creation
Freelancer.com,Expert WP Developer Needed for Elementor,Mixed,"CSS, HTML, PHP, Website Design, WordPress",Fixed,12.0,Worldwide,Short-term,https://www.freelancer.com/projects/wordpress/expert-developer-needed-for-elementor
Freelancer.com,Professional Marketing Ebook Design,Mixed,"Adobe InDesign, Brochure Design, Graphic Design, Illustrator, Photoshop",Fixed,28.0,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/professional-marketing-ebook-design
Freelancer.com,Fix Razorpay AutoPay in Flutter App,Mixed,"HTML, JavaScript, MySQL, PHP, Website Design",Fixed,26.0,Worldwide,Short-term,https://www.freelancer.com/projects/php/fix-razorpay-autopay-flutter-app
Freelancer.com,Creative Strategy Deck,Mixed,"Brochure Design, Corporate Identity, Graphic Design, Illustrator, Powerpoint",Fixed,22.0,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/creative-strategy-deck
Freelancer.com,"Google My Business (GMB) Setup, Verification & Connected Google Service Alignment",Mixed,"Google Adwords, Google Analytics, Google Shopping, Internet Marketing, SEO",Fixed,70.0,Worldwide,Short-term,https://www.freelancer.com/projects/seo/google-business-gmb-setup-verification
Freelancer.com,Secure SMS Access,Mixed,"iPhone, Mobile App Development, Research",Fixed,148.0,Worldwide,Short-term,https://www.freelancer.com/projects/mobile-app-development/secure-sms-access
Freelancer.com,Product Catalogue & Wix Website Update,Mixed,"Brochure Design, Graphic Design, HTML, Website Design, Wix",Fixed,399.0,Worldwide,Short-term,https://www.freelancer.com/projects/website-design/product-catalogue-wix-website-update
Freelancer.com,Convert PNG Logo to SVG,Mixed,"Graphic Design, Illustrator, Logo Design, Photoshop, Vectorization",Fixed,22.0,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/convert-png-logo-svg-39509384
Freelancer.com,Health & Wellness Blog Writer,Mixed,"Article Rewriting, Article Writing, Content Writing, Ghostwriting, SEO",Fixed,21.0,Worldwide,Short-term,https://www.freelancer.com/projects/articles/health-wellness-blog-writer-39509380
Freelancer.com,Real Estate Website Design for USA,Mixed,"Graphic Design, HTML, JavaScript, PHP, Website Design",Fixed,109.0,Worldwide,Short-term,https://www.freelancer.com/projects/php/real-estate-website-design-39509379
Freelancer.com,Amazon Merch SEO Optimization,Mixed,"Copywriting, Internet Marketing, Marketing, Product Descriptions, SEO",Fixed,323.0,Worldwide,Short-term,https://www.freelancer.com/projects/copywriting/amazon-merch-seo-optimization
Freelancer.com,Social Media Content Creator,Mixed,"Ghostwriting, Google Plus, Pinterest, Social Networking, Twitter",Fixed,217.0,Worldwide,Short-term,https://www.freelancer.com/projects/ghostwriting/social-media-content-creator-39509347
Freelancer.com,Shopify-eSIM Integration Development,Mixed,"HTML, JavaScript, PHP, Shopify, Shopify Templates",Fixed,535.0,Worldwide,Short-term,https://www.freelancer.com/projects/php/shopify-esim-integration-development
Freelancer.com,Sync & Fix WooCommerce and Social Shops -- 2,Mixed,"Facebook Product Catalog, Google Shopping, Instagram, WooCommerce, WordPress",Fixed,88.0,Worldwide,Short-term,https://www.freelancer.com/projects/wordpress/sync-fix-woocommerce-social-shops-39509367
Freelancer.com,Animated Interactive Website Character,Mixed,"3D Animation, After Effects, Animation, Graphic Design, Website Design",Fixed,348.0,Worldwide,Short-term,https://www.freelancer.com/projects/3d-animation/animated-interactive-website-character
Freelancer.com,Energetic YouTube Vlog Editor,Mixed,"After Effects, Video Editing, Video Production, Video Services, Videography",Fixed,7.0,Worldwide,Short-term,https://www.freelancer.com/projects/video-editing/energetic-youtube-vlog-editor
Freelancer.com,Health & Wellness Blog Writer,Mixed,"Article Rewriting, Article Writing, Content Writing, Ghostwriting, SEO",Fixed,21.0,Worldwide,Short-term,https://www.freelancer.com/projects/articles/health-wellness-blog-writer-39509380
Freelancer.com,Real Estate Website Design for USA,Mixed,"Graphic Design, HTML, JavaScript, PHP, Website Design",Fixed,109.0,Worldwide,Short-term,https://www.freelancer.com/projects/php/real-estate-website-design-39509379
Freelancer.com,Amazon Merch SEO Optimization,Mixed,"Copywriting, Internet Marketing, Marketing, Product Descriptions, SEO",Fixed,323.0,Worldwide,Short-term,https://www.freelancer.com/projects/copywriting/amazon-merch-seo-optimization
Freelancer.com,Social Media Content Creator,Mixed,"Ghostwriting, Google Plus, Pinterest, Social Networking, Twitter",Fixed,207.0,Worldwide,Short-term,https://www.freelancer.com/projects/ghostwriting/social-media-content-creator-39509347
Freelancer.com,Shopify-eSIM Integration Development,Mixed,"HTML, JavaScript, PHP, Shopify, Shopify Templates",Fixed,535.0,Worldwide,Short-term,https://www.freelancer.com/projects/php/shopify-esim-integration-development
Freelancer.com,Sync & Fix WooCommerce and Social Shops -- 2,Mixed,"Facebook Product Catalog, Google Shopping, Instagram, WooCommerce, WordPress",Fixed,88.0,Worldwide,Short-term,https://www.freelancer.com/projects/wordpress/sync-fix-woocommerce-social-shops-39509367
Freelancer.com,Animated Interactive Website Character,Mixed,"3D Animation, After Effects, Animation, Graphic Design, Website Design",Fixed,327.0,Worldwide,Short-term,https://www.freelancer.com/projects/3d-animation/animated-interactive-website-character
Freelancer.com,Energetic YouTube Vlog Editor,Mixed,"After Effects, Video Editing, Video Production, Video Services, Videography",Fixed,7.0,Worldwide,Short-term,https://www.freelancer.com/projects/video-editing/energetic-youtube-vlog-editor
Freelancer.com,WordPress Homepage Styling,Mixed,"CSS, HTML, PHP, Website Design, WordPress",Fixed,28.0,Worldwide,Short-term,https://www.freelancer.com/projects/wordpress/wordpress-homepage-styling-39509349
Freelancer.com,Modern Wooden Queen Bedframe,Mixed,"AutoCAD, Building Architecture, Graphic Design, Interior Design, Logo Design",Fixed,69.0,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/modern-wooden-queen-bedframe
Freelancer.com,Sales Data Analysis,Mixed,"Excel, Python, SPSS Statistics, Statistical Analysis, Statistics",Fixed,11.0,Worldwide,Short-term,https://www.freelancer.com/projects/statistical-analysis/sales-data-analysis
Freelancer.com,Revamp and Enhance www.etherealcolours.com Website,Mixed,"Content Writing, eCommerce, Web Hosting, Website Design, Website Testing",Fixed,1190.0,Worldwide,Short-term,https://www.freelancer.com/projects/content-writing/revamp-enhance-www-etherealcolours-com
Freelancer.com,Raha App Development,Mixed,"Graphic Design, iPhone, Mobile App Development, PHP",Fixed,19.0,Worldwide,Short-term,https://www.freelancer.com/projects/mobile-app-development/raha-app-development
Freelancer.com,Thailand only - Part-Time SEO Specialist for Fashion,Mixed,"Article Writing, Copywriting, Internet Marketing, Link Building, SEO",Fixed,93.0,Worldwide,Short-term,https://www.freelancer.com/projects/copywriting/thailand-only-part-time-seo
Freelancer.com,Flutter WhatsApp Clone with whatsapp meta Business API,Mixed,"Flutter, Graphic Design, Mobile App Development, Software Architecture",Fixed,111.0,Worldwide,Short-term,https://www.freelancer.com/projects/mobile-app-development/flutter-whatsapp-clone-with-whatsapp
Freelancer.com,Traditional Indian Wedding Video Editor,Mixed,"After Effects, Video Editing, Video Production, Video Services, Videography",Fixed,232.0,Worldwide,Short-term,https://www.freelancer.com/projects/video-editing/traditional-indian-wedding-video-editor
Freelancer.com,Urban Environment Animation in Maya -- 2,Mixed,"3D Animation, 3D Modelling, 3D Rendering, Animation, Maya",Fixed,174.0,Worldwide,Short-term,https://www.freelancer.com/projects/rendering/urban-environment-animation-maya
Freelancer.com,Modern Minimalist Perfume Brand Design,Mixed,"Brochure Design, Corporate Identity, Covers & Packaging, Graphic Design, Logo Design",Fixed,3.0,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/modern-minimalist-perfume-brand-design
Freelancer.com,Repair and Optimize Two Websites,Mixed,"Internet Marketing, Link Building, Magento, Network Administration, PHP, SEO, System Administration, Website Optimization, WordPress",Fixed,145.0,Worldwide,Short-term,https://www.freelancer.com/projects/internet-marketing/repair-optimize-two-websites
Freelancer.com,Website for ptsd/ mental health recognition and sesitivity workshop training and public speaking engagements,Mixed,"Graphic Design, PHP, User Interface / IA, Website Design, Website Development",Fixed,996.0,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/website-for-ptsd-mental-health
Freelancer.com,Deploy Existing Golang Project -- 4,Mixed,"Ethereum, Golang, Java, Python, Rust",Fixed,53.0,Worldwide,Short-term,https://www.freelancer.com/projects/java/deploy-existing-golang-project-39509312
Freelancer.com,Social Media Content Creator & Manager,Mixed,"Facebook Marketing, Graphic Design, Social Media Marketing, Social Networking, Twitter",Fixed,325.0,Worldwide,Short-term,https://www.freelancer.com/projects/facebook-marketing/social-media-content-creator-manager-39509310
Freelancer.com,Noise Levels Calculation,Mixed,"Environmental Consulting, Environmental Engineering, Environmental Science, Sound Engineering, Thermal & Environmental Testing",Fixed,96.0,Worldwide,Short-term,https://www.freelancer.com/projects/environmental-engineering/noise-levels-calculation
Freelancer.com,Minimalist Monogram Logo Design,Mixed,"3D Design, Graphic Design, Illustrator, Logo Design, Photoshop",Fixed,15.0,Worldwide,Short-term,https://www.freelancer.com/projects/logo-design/minimalist-monogram-logo-design-39509306
Freelancer.com,Modern Training Basketball Shoe Design,Mixed,"Fashion Design, Graphic Design, Photoshop, T-Shirts, Website Design",Fixed,346.0,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/modern-training-basketball-shoe-design
Freelancer.com,E-commerce Mobile Store Optimization Specialist,Mixed,"Facebook Marketing, Google Analytics, Google Shopping, Internet Marketing, Link Building",Fixed,99.0,Worldwide,Short-term,https://www.freelancer.com/projects/facebook-marketing/commerce-mobile-store-optimization
Freelancer.com,Vintage Wedding Photo Editing,Mixed,"Adobe Lightroom, Graphic Design, Photo Editing, Photoshop, Photoshop Design",Fixed,9.0,Worldwide,Short-term,https://www.freelancer.com/projects/adobe-lightroom/vintage-wedding-photo-editing-39509282
Freelancer.com,All-in-One Agency Website Design,Mixed,"Graphic Design, HTML, Logo Design, PHP, Website Design",Fixed,104.0,Worldwide,Short-term,https://www.freelancer.com/projects/website-design/all-one-agency-website-design
Freelancer.com,Creative Webflow Portfolio Design,Mixed,"CSS, HTML, HTML5, JavaScript, Website Design",Fixed,36.0,Worldwide,Short-term,https://www.freelancer.com/projects/website-design/creative-webflow-portfolio-design-39509299
Freelancer.com,Restore WordPress Site,Mixed,"CSS, HTML, PHP, Website Design, WordPress",Fixed,32.0,Worldwide,Short-term,https://www.freelancer.com/projects/wordpress/restore-wordpress-site-39509301
Freelancer.com,Bilingual image and pdf -- 2,Mixed,"Flyer Design, Graphic Design, Illustrator, Photoshop, Photoshop Design",Fixed,371.0,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/bilingual-image-pdf
Freelancer.com,Intel-based Routing Software Development,Mixed,"Computer Security, Internet Security, Linux, Network Administration, System Admin",Fixed,515.0,Worldwide,Short-term,https://www.freelancer.com/projects/linux/intel-based-routing-software-development
Freelancer.com,Messaging Automation Website Development,Mixed,"HTML, JavaScript, Node.js, PHP, Website Design",Fixed,121.0,Worldwide,Short-term,https://www.freelancer.com/projects/php/messaging-automation-website-development
Freelancer.com,Vibrant Brand Awareness Video,Mixed,"After Effects, Animation, Graphic Design, Video Editing, Video Services",Fixed,11.0,Worldwide,Short-term,https://www.freelancer.com/projects/animation/vibrant-brand-awareness-video
Freelancer.com,Health & Wellness Article Editor,Mixed,"Article Rewriting, Article Writing, Editing, Ghostwriting, Proofreading",Fixed,217.0,Worldwide,Short-term,https://www.freelancer.com/projects/articles/health-wellness-article-editor
Freelancer.com,Local SEO for Video Production,Mixed,"Internet Marketing, Link Building, Marketing, Search Engine Marketing, SEO",Fixed,52.0,Worldwide,Short-term,https://www.freelancer.com/projects/seo/local-seo-for-video-production
Freelancer.com,Create a Unique AI-Generated Video for a Marketing Campaign,Mixed,"3D Animation, Animation, Artificial Intelligence, ChatGPT, Graphic Design",Fixed,250.0,Worldwide,Short-term,https://www.freelancer.com/contest/create-a-unique-aigenerated-video-for-a-marketing-campaign-2574010
Freelancer.com,"""Professional Hindi Story Writer — Emotional & Engaging Narratives"" - 14/06/2025 01:26 EDT",Mixed,"Content Writing, Fiction, Ghostwriting",Fixed,408.0,Worldwide,Short-term,https://www.freelancer.com/projects/content-writing/professional-hindi-story-writer-39509258
Freelancer.com,2D Animated Romantic AMV,Mixed,"Adobe Flash, After Effects, Animation, Graphic Design, Storyboard",Fixed,124.0,Worldwide,Short-term,https://www.freelancer.com/projects/animation/animated-romantic-amv
Freelancer.com,WoW Feature Promo Videos,Mixed,"After Effects, Video Editing, Video Production, Video Services, Videography",Fixed,111.0,Worldwide,Short-term,https://www.freelancer.com/projects/video-editing/wow-feature-promo-videos
Freelancer.com,Yii Expert for Booking Flow and otherfeatures to impement,Mixed,"MySQL, PHP, Website Design, Yii, Yii2",Fixed,107.0,Worldwide,Short-term,https://www.freelancer.com/projects/php/yii-expert-for-booking-flow
Freelancer.com,Tech CV with Infographics,Mixed,"Brochure Design, Graphic Design, Illustrator, Infographics, Photoshop",Fixed,13.0,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/tech-with-infographics
Freelancer.com,"Wedding photos need to be photoshopped. Faces, smiles, eyes need to be fixed.",Mixed,"Adobe Lightroom, Photo Editing, Photography, Photoshop, Photoshop Design",Fixed,72.0,Worldwide,Short-term,https://www.freelancer.com/projects/photoshop/wedding-photos-need-photoshopped-faces
Freelancer.com,Modern Minimalist Sport Logo Design,Mixed,"Graphic Design, Illustration, Illustrator, Logo Design, Photoshop",Fixed,82.0,Worldwide,Short-term,https://www.freelancer.com/contest/modern-minimalist-sport-logo-design-2574298
Freelancer.com,Attractive CV Making  - 14/06/2025 01:33 EDT,Mixed,"Google Canvas, Word",Fixed,5.0,Worldwide,Short-term,https://www.freelancer.com/contest/attractive-cv-making-edt-2574296
Freelancer.com,Connect with Indian Micro-Influencers,Mixed,"Instagram, Instagram Marketing, Internet Marketing, Marketing, Social Media Marketing",Fixed,29.0,Worldwide,Short-term,https://www.freelancer.com/projects/social-media-marketing/connect-with-indian-micro-influencers
Freelancer.com,Portfolio Website with Python Web App -- 2,Mixed,"HTML, PHP, Python, Website Design, WordPress",Fixed,91.0,Worldwide,Short-term,https://www.freelancer.com/projects/python/portfolio-website-with-python-web-39509266
Freelancer.com,NFT Marketplace Development -- 2,Mixed,"Blockchain, Full Stack Development, Next.js, Smart Contracts, Web3.js",Fixed,37.0,Worldwide,Short-term,https://www.freelancer.com/projects/blockchain/nft-marketplace-development-39509265
Freelancer.com,Cricket Goods Website Banner Design,Mixed,"3D Design, Banner Design, Graphic Design, Photoshop, Website Design",Fixed,59.0,Worldwide,Short-term,https://www.freelancer.com/projects/3d-design/cricket-goods-website-banner-design
Freelancer.com,Manual Data Entry Specialist Needed,Mixed,"Copy Typing, Data Entry, Excel, PDF, Word",Fixed,11.0,Worldwide,Short-term,https://www.freelancer.com/projects/data-entry/manual-data-entry-specialist-needed-39509264
Freelancer.com,Portfolio Website with Python Web App -- 2,Mixed,"HTML, PHP, Python, Website Design, WordPress",Fixed,91.0,Worldwide,Short-term,https://www.freelancer.com/projects/python/portfolio-website-with-python-web-39509266
Freelancer.com,NFT Marketplace Development -- 2,Mixed,"Blockchain, Full Stack Development, Next.js, Smart Contracts, Web3.js",Fixed,37.0,Worldwide,Short-term,https://www.freelancer.com/projects/blockchain/nft-marketplace-development-39509265
Freelancer.com,Cricket Goods Website Banner Design,Mixed,"3D Design, Banner Design, Graphic Design, Photoshop, Website Design",Fixed,58.0,Worldwide,Short-term,https://www.freelancer.com/projects/3d-design/cricket-goods-website-banner-design
Freelancer.com,Manual Data Entry Specialist Needed,Mixed,"Copy Typing, Data Entry, Excel, PDF, Word",Fixed,11.0,Worldwide,Short-term,https://www.freelancer.com/projects/data-entry/manual-data-entry-specialist-needed-39509264
Freelancer.com,Educational Instagram Content Creation,Mixed,"Article Writing, Blog, Content Writing, Copywriting, Ghostwriting",Fixed,71.0,Worldwide,Short-term,https://www.freelancer.com/projects/content-writing/educational-instagram-content-creation
Freelancer.com,Wix E-commerce Store Development,Mixed,"eCommerce, Graphic Design, HTML, PHP, Website Design",Fixed,242.0,Worldwide,Short-term,https://www.freelancer.com/projects/website-design/wix-commerce-store-development
Freelancer.com,Family Retirement Video Creation,Mixed,"After Effects, Video Editing, Video Production, Video Services, Videography",Fixed,101.0,Worldwide,Short-term,https://www.freelancer.com/projects/video-editing/family-retirement-video-creation
Freelancer.com,FreePBX Integration Specialist,Mixed,"Asterisk PBX, Linux, PHP, Software Architecture, VoIP",Fixed,10.0,Worldwide,Short-term,https://www.freelancer.com/projects/asterisk-pbx/freepbx-integration-specialist
Freelancer.com,Tally Integration of Bank Statements,Mixed,"Accounting, Data Entry, Excel, Finance",Fixed,85.0,Worldwide,Short-term,https://www.freelancer.com/projects/accounting/tally-integration-bank-statements
Freelancer.com,Strapi v4 to v5 Upgrade,Mixed,"Next.js, Strapi",Fixed,519.0,Worldwide,Short-term,https://www.freelancer.com/projects/nextjs/strapi-upgrade
Freelancer.com,Female Editor for Short Story,Mixed,"Article Writing, Content Writing, Creative Writing, Ghostwriting, Proofreading",Fixed,10.0,Worldwide,Short-term,https://www.freelancer.com/projects/proofreading/female-editor-for-short-story
Freelancer.com,"Google ads, facebook ads, instagram ads",Mixed,"Advertising, Facebook Marketing, Google Adwords, Internet Marketing, Social Media Marketing",Fixed,364.0,Worldwide,Short-term,https://www.freelancer.com/projects/internet-marketing/google-ads-facebook-ads-instagram-39509247
Freelancer.com,2D Motion Graphics Animation,Mixed,"3D Animation, After Effects, Animation, Illustration, Motion Graphics",Fixed,77.0,Worldwide,Short-term,https://www.freelancer.com/projects/animation/motion-graphics-animation-39509242
Freelancer.com,SEO & Conversion Optimization for Travel Site,Mixed,"Internet Marketing, Link Building, Marketing, Search Engine Marketing, SEO",Fixed,59.0,Worldwide,Short-term,https://www.freelancer.com/projects/seo/seo-conversion-optimization-for-travel
Freelancer.com,Simple Laravel Video Website Development - Milestone Based【150 USD 3 Weeks 】,Mixed,"Graphic Design, Laravel, MySQL, Website Design",Fixed,166.0,Worldwide,Short-term,https://www.freelancer.com/projects/laravel/simple-laravel-video-website-development
Freelancer.com,Comprehensive Activewear Tech Pack Creation,Mixed,"Adobe Illustrator, Fashion Design, Fashion Modeling, Graphic Design, Product Design",Fixed,333.0,Worldwide,Short-term,https://www.freelancer.com/projects/fashion-design/comprehensive-activewear-tech-pack
Freelancer.com,B2B Sales Agent for Cocopeat Products,Mixed,"Communications, Marketing, Physical Site Survey, Sales, SEO",Fixed,137.0,Worldwide,Short-term,https://www.freelancer.com/projects/sales/sales-agent-for-cocopeat-products
Freelancer.com,Modern 2BHK Interior Design with 3D Walkthrough,Mixed,"3D Animation, 3D Modelling, 3D Rendering, 3ds Max, Interior Design",Fixed,87.0,Worldwide,Short-term,https://www.freelancer.com/projects/interior-design/modern-bhk-interior-design-with
Freelancer.com,Modern Red Media Logo Design,Mixed,"3D Design, Graphic Design, Logo Design, Photoshop, Photoshop Design",Fixed,12.0,Worldwide,Short-term,https://www.freelancer.com/projects/logo-design/modern-red-media-logo-design
Freelancer.com,B2B Sales Agent in China,Mixed,"Internet Marketing, Market Research, Marketing, Research, Sales",Fixed,118.0,Worldwide,Short-term,https://www.freelancer.com/projects/market-research/sales-agent-china
Freelancer.com,Sportswear Clothing Line Design,Mixed,"Fashion Design, Graphic Design, Illustration, Illustrator, Product Design",Fixed,90.0,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/sportswear-clothing-line-design
Freelancer.com,"Versatile Graphic Designer for Ongoing, Sporadic Hourly Engagement",Mixed,"Adobe Illustrator, Branding, Flyer Design, Powerpoint, WordPress",Fixed,14.0,Worldwide,Short-term,https://www.freelancer.com/projects/adobe-illustrator/versatile-graphic-designer-for-ongoing
Freelancer.com,Startup Business Development Expert,Mixed,"Business Analysis, Business Plans, Business Writing, Market Research, Research Writing",Fixed,18.0,Worldwide,Short-term,https://www.freelancer.com/projects/business-analysis/startup-business-development-expert
